car_id,price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Trim,Drivetrain,Seats,Number of Cylinders,Horse Power,Registered city
Cpw8fqQOtFsEzlSS8IEnWDSo,1872000,Petrol,Automatic,Toyota,Camry,2003,Gray,Nigerian Used,242097.0,2400.0,Registered,Registered,,,,,,,ABUJA
kmjNpxrHCHhLQiPsLkgnLwTm,2625000,Petrol,Automatic,Toyota,Corolla Verso,2005,Blue,Nigerian Used,263332.0,1800.0,Registered,Imported,Station Wagon,1.8,Front Wheel,5.0,4.0,130.0,Lagos
55upJn4Yy3BduUou6ln8M1p7,1872000,Petrol,Automatic,Honda,Accord,2007,Blue,Nigerian Used,165772.0,2400.0,Registered,Registered,,,,,,,
p148fmCFg5f41JCWdqcy2vIc,2288000,Petrol,Automatic,Honda,Accord,2007,Blue,Nigerian Used,234305.0,2400.0,Registered,Imported,,,,,,,
bywD3G7FLq05FwvVuwPv0pCd,2835000,Petrol,Automatic,Volkswagen,Transporter,1997,Green,Nigerian Used,337753.0,2500.0,Registered,Registered,Bus,,,,,,LAGOS
nt5rdk5HDbqrz3MY57lsmvuj,9450000,Petrol,Automatic,BMW,X3,2014,Silver,Nigerian Used,55354.0,30000.0,Registered,Registered,SUV,,,,,,Abuja
56dOLDWVOsRgSy1ozYzE7Gm0,7800000,Petrol,Automatic,Honda,Accord,2013,Black,Nigerian Used,162895.0,3600.0,Registered,Registered,,,,,,,Lagos
iMbmcLNEAQ2EC47j2CH6sDTC,4200000,Petrol,Automatic,Acura,RDX,2010,Gray,Foreign Used,79710.0,2300.0,Imported,Imported,SUV,,,,,,
di72DHFadJHYapusSFq8f700,2080000,Petrol,Automatic,Toyota,Camry,2003,Silver,Nigerian Used,203758.0,2400.0,Registered,Registered,,,,,,,
mZNH9GelTC2DvWoq8dP6AGNb,3255000,Petrol,Automatic,Volvo,XC90,2007,Black,Nigerian Used,121553.0,,Registered,Registered,SUV,,,,,,LAGOS
rJSzt0vJSsf7tVAFxnq7pZse,3328000,Petrol,Automatic,Toyota,Corolla,2005,Black,Nigerian Used,204824.0,1800.0,Registered,Imported,,,,,,,ABUJA
iLaqK29TmoRTBNUz50bB1byR,2600000,Petrol,Automatic,Kia,Rio,2014,Black,Nigerian Used,93947.0,1400.0,Registered,Registered,,,,,,,
wKZ6AaIb0xHLS7k9QOaq90kS,1664000,Petrol,Automatic,Nissan,Xterra,2005,Red,Nigerian Used,180710.0,4000.0,Registered,Registered,SUV,,,,,,LAGOS
p2QNbMJAwzd0U6alaFNDEjgK,1575000,Petrol,Automatic,Toyota,Camry,2003,Blue,Nigerian Used,369219.0,2400.0,Registered,Registered,,,,,,,Lagos
1un5U7XBOCFNmcN9Spr59pIZ,2100000,Petrol,Automatic,Honda,Accord,2008,Silver,Nigerian Used,196171.0,3500.0,Registered,Registered,,,,,,,
oMRSXYydexoDRfxNiq3jXwVh,1575000,Petrol,Automatic,Subaru,Legacy,2006,Black,Nigerian Used,182174.0,2700.0,Registered,Registered,,,,,,,
dk305j8c9PAM6hZbckV4adeX,1680000,Petrol,Automatic,Peugeot,307,2004,Silver,Nigerian Used,201062.0,1600.0,Registered,Registered,,1.4,Front Wheel,5.0,4.0,88.0,ABUJA
CyWN3AAPL9ijGD6SiloaeOjz,2912000,Petrol,Automatic,Lexus,ES,2005,Brown,Nigerian Used,122922.0,3300.0,Registered,Registered,,,,,,,LAGOS
drFlgJDgHNmzSoV2Xk6DntuG,4410000,Petrol,Automatic,Peugeot,807,2001,Silver,Foreign Used,294852.0,2400.0,Imported,Imported,,,,,,,
asdkvAyjXlmNRjYHvfX2njP4,1575000,Petrol,Automatic,Ford,Explorer,2005,Silver,Nigerian Used,179668.0,4000.0,Registered,Registered,SUV,Limited 4.0 4x4,All Wheel,5.0,6.0,213.0,AKWA IBOM
wX8Ssry23YNahSFPB2ZdkQDL,1560000,Petrol,Automatic,Toyota,Camry,1998,Gray,Nigerian Used,240970.0,1800.0,Registered,Registered,,Automatic,Front,,,,CROSS RIVER
szzgSCOujNRrLTYLTL21WEfD,1456000,Petrol,Automatic,Honda,Accord,2005,Gray,Nigerian Used,259597.0,2400.0,Registered,Registered,,Automatic,Front Wheel,,,,ABUJA
38Tllt5tTVxhCbT6LTsfo4hh,2100000,Petrol,Automatic,Honda,Pilot,2004,Gray,Foreign Used,125352.0,3500.0,Imported,Imported,SUV,EX-L 4x4 (3.5L 6cyl 5A),All Wheel,8.0,6.0,243.0,
mMbEFhLrIZULFLJWwulEmQsM,1890000,Petrol,Automatic,Honda,Accord,2010,Brown,Nigerian Used,176798.0,2400.0,Registered,Registered,,,,,,,
zYjCAg1k1QyxBnuYbGinsjzx,1260000,Petrol,Automatic,Nissan,Xterra,2000,Black,Nigerian Used,,3300.0,Registered,Imported,SUV,,,,,,LAGOS
yEMKTnYbiNfVVpcGSOsHEP7T,2940000,Petrol,Automatic,BMW,3 Series,2007,Blue,Nigerian Used,41071.0,,Registered,Registered,,,,,,,LAGOS
hTOcUvKldMFuuOrxptVeZ9A1,1470000,Petrol,Automatic,Toyota,Avalon,2003,Silver,Nigerian Used,102570.0,3000.0,Registered,Registered,,,,,,,
nzEfQWf9lkNJ52TlHYmdXOoz,13650000,Petrol,Automatic,Chevrolet,Camaro,2014,Red,Foreign Used,77909.0,3600.0,Imported,Imported,Coupe,,,,,,
pQz5XpnPd7mDUciEyi0GBSOr,4515000,Petrol,Automatic,Volkswagen,Tiguan,2010,Red,Foreign Used,225286.0,2000.0,Imported,Imported,SUV,,,,,,
w5kdUtFbAOMuVhX0VR3RL9KE,1575000,Petrol,Automatic,Toyota,Solara,2002,Blue,Nigerian Used,283421.0,2400.0,Registered,Registered,Coupe,,,,,,
dXxIBp7txBuFylC1hORpk7JL,1785000,Petrol,Automatic,Toyota,Yaris,2006,Red,Nigerian Used,138884.0,1500.0,Registered,Imported,,,,,,,Lagos
eRT6Ya3EJupzLmrGeXnwM9FU,3200000,Petrol,Automatic,Land Rover,Lr4,2010,Gray,Nigerian Used,72753.0,4000.0,Registered,Imported,SUV,,,,,,Lagos
mO7DAxQC8QwCDMB7mfJecbPm,1352000,Petrol,Automatic,Honda,Accord,2003,Gray,Nigerian Used,347427.0,2400.0,Registered,Registered,,,,,,,
dYbhfB4RNuri98ObPQTomobW,1872000,Petrol,Automatic,Acura,MDX,2005,Black,Nigerian Used,221247.0,3500.0,Registered,Imported,Crossover,,,,,,
CbwFhQUjRuLquSUFbymE4rlX,1575000,Petrol,Manual,Hyundai,Elantra,2008,Brown,Nigerian Used,119723.0,2000.0,Registered,Registered,Sedan,1.6 GLS Automatic,Front Wheel,5.0,4.0,,
shX07WIUbKM4JUVfHz7o0wXP,2625000,Petrol,Automatic,Chrysler,Sebring,2007,Gray,Nigerian Used,248110.0,2700.0,Registered,Registered,,,,,,,LAGOS
31f0zYIy3SlPCPPJxvdp7Uf4,2780000,Petrol,Automatic,Volkswagen,Passat,2010,Gray,Foreign Used,350084.0,2000.0,Imported,Imported,,,,,,,
BF7twjMsqvA2DiuAzTprVCqR,2415000,Petrol,Automatic,Opel,Zafira,2001,Blue,Foreign Used,237850.0,2200.0,Imported,Imported,,,,,,,
pdSWGbypZT499bYETPvuCf6h,1680000,Petrol,Automatic,Nissan,Altima,2010,Gray,Nigerian Used,182108.0,2000.0,Registered,Imported,,,,,,,LAGOS
zX9P4wrq2Yxh5azUIMu3Y9iw,3150000,Petrol,Automatic,Toyota,Corolla Verso,2005,Gray,Nigerian Used,136274.0,1800.0,Registered,Imported,,,,,,,NASSARAWA
yE9ImbIEvMnnhp5TqLbtRmN1,2288000,Petrol,Automatic,Lexus,RX 300,2003,Silver,Nigerian Used,337425.0,30000.0,Registered,Registered,SUV,,,,,,Abuja
hVHq35dB225GOZYje7rf5mYI,13650000,Petrol,Automatic,Hyundai,Tucson,2016,White,Foreign Used,145281.0,2000.0,Imported,Imported,SUV,,,,,,
zS2a8tS6cDcCuG0AjbshwfVa,1680000,Petrol,Automatic,Toyota,Corolla,2003,Silver,Nigerian Used,166621.0,1800.0,Registered,Registered,,,,,,,Abuja
n1MJmH9d6ol6wcSrQipEQ6em,9015000,Petrol,Automatic,Toyota,4-Runner,2014,Black,Nigerian Used,86287.0,4000.0,Registered,Registered,SUV,,,,,,Abuja
p4OcaF0f8V5hhnpw2Zhbzy1R,5775000,Petrol,Automatic,Toyota,Camry,2014,Red,Foreign Used,172793.0,2500.0,Imported,Imported,,,,,,,
wDp9gM4EupQdlM3V1CS96vU7,5250000,Petrol,Automatic,Toyota,Corolla,2013,Gray,Foreign Used,174727.0,1800.0,Imported,Imported,Sedan,L 4dr Sedan (1.8L 4cyl 5M),Front,,4.0,132.0,
qfoe0TIfO4Wic4FdH8qxpfq7,1872000,Petrol,Automatic,Toyota,Camry,2002,Black,Nigerian Used,36821.0,3000.0,Registered,Registered,Sedan,LE V6 4dr Sedan (3.0L 6cyl 4A),Front,5.0,6.0,192.0,
kfYzN3nxTY1B1rIgdbkHbDCc,5250000,Petrol,Automatic,Hyundai,Santa Fe,2014,Black,Nigerian Used,169791.0,2000.0,Registered,Registered,SUV,,,,,,Lagos
f0f12DXH3VzbBNFmJ9oKo0lo,2520000,Petrol,Manual,Peugeot,307,2006,Black,Foreign Used,122557.0,1600.0,Imported,Imported,,1.6 110 Grand Filou Cool,Front Wheel,5.0,4.0,109.0,
8MxWFiRnCcclrjocnbq14Kb1,2625000,Petrol,Automatic,Toyota,RAV4,2008,Silver,Nigerian Used,180098.0,2400.0,Registered,Registered,SUV,,,,,,
ujip5NX6mrCintYYk8wcu0IM,1260000,Petrol,Automatic,Honda,Accord,2007,Silver,Nigerian Used,250933.0,3500.0,Registered,Registered,Sedan,Sedan SE V-6 Automatic,Front Wheel,5.0,6.0,,ABUJA
BCWt6oiChGHwAi6zlHDTyQkK,1890000,Petrol,Automatic,Infiniti,FX35,2004,Gold,Nigerian Used,226149.0,,Registered,Registered,SUV,,,,,,ABUJA
BGzuWuKRmr180MsAkhkCd7lA,1600000,Petrol,Automatic,Nissan,Sentra,2007,Green,Nigerian Used,233305.0,2000.0,Registered,Imported,,,,,,,
nPtszFJx9an1pfMJVUBAdAFT,2600000,Petrol,Automatic,Honda,CR-V,2008,Silver,Nigerian Used,133114.0,2400.0,Registered,Registered,SUV,,,,,,
ky7UgsdXrgvAFQhkAc2ttUem,1470000,Petrol,Automatic,Mercedes-Benz,C220,1998,Gray,Nigerian Used,214610.0,2200.0,Registered,Imported,,,,,,,
menwaJzTtQJVfeS5jjtp4O7e,1575000,Petrol,Automatic,Honda,Pilot,2005,Blue,Nigerian Used,174272.0,3500.0,Registered,Registered,,,,,,,Kaduna
BsPAZ1z2B1oVUOBqMEIXUNBG,1456000,Petrol,Automatic,Honda,Accord,2005,Silver,Nigerian Used,,2400.0,Registered,Registered,,,,,,,
p8QRlguUDUaIHTpw4NEavYLT,3848000,Petrol,Automatic,Toyota,Camry,2005,Beige,Foreign Used,231419.0,2400.0,Imported,Imported,,,,,,,
vc2yGghVKJ6TgTHsIfyryc5V,4980000,Petrol,Automatic,Mercedes-Benz,GLK-Class,2012,White,Nigerian Used,396459.0,3500.0,Registered,Registered,,,,,,,LAGOS
nnJpiFsYChQw3Oll9yoqaqoW,2100000,Petrol,Automatic,Honda,Accord,2008,Red,Nigerian Used,97085.0,2000.0,Registered,Registered,,,,,,,ABUJA
4Yn8yapPtP0H09g4v7PPyf88,7800000,Petrol,Automatic,Toyota,Highlander,2008,Gray,Foreign Used,96095.0,3500.0,Imported,Imported,SUV,,,,,,
x2UlrP5OpscXGQftGJuommdv,1365000,Petrol,Manual,Volkswagen,Golf,1996,White,Nigerian Used,140473.0,1600.0,Registered,Registered,Saloon,,,,,,LAGOS
3HIXbvp75OXlMXvs893MxNAs,2940000,Petrol,Automatic,Honda,Accord Crosstour,2010,Black,Nigerian Used,135965.0,3500.0,Registered,Imported,,,,,,,
ipIwYhpHze6JFnsmMCtDRGYq,1942000,Petrol,Automatic,Toyota,Corolla,2004,Gray,Nigerian Used,259140.0,1800.0,Registered,Registered,Sedan,LE,Front,5.0,4.0,132.0,LAGOS
aar2x2VYiWKc3r0jp22THhFc,2392000,Petrol,Automatic,Toyota,Corolla,2005,Silver,Nigerian Used,177226.0,1600.0,Registered,Registered,,,,,,,ABUJA
fZyGqAvNoMPx2EhjT8byFxQs,1785000,Petrol,Automatic,Toyota,Avalon,2006,Black,Nigerian Used,153862.0,3500.0,Registered,Registered,Sedan,Limited,Front Wheel,5.0,6.0,268.0,lagos
1nY1p8B8M3IALFur2NYjdswM,1530000,Petrol,Automatic,Mazda,3,2008,White,Nigerian Used,170526.0,2000.0,Registered,Registered,Sedan,1.6 Dynamic,Front Wheel,5.0,4.0,,LAGOS
68YRAOpXny9YuM04ixYl5Qhs,2415000,Petrol,Automatic,BMW,328i,2006,Black,Nigerian Used,217778.0,3000.0,Registered,Registered,,,,,,,ABUJA
fLwz6lmm267RxoUPzyaarjex,2100000,Petrol,Automatic,Hyundai,Accent,2011,Blue,Nigerian Used,168038.0,1400.0,Registered,Registered,,,,,,,LAGOS
CsYUGvYH6vus8znk5c4lvG9j,2080000,Petrol,Automatic,Toyota,Camry,2005,Red,Nigerian Used,158466.0,3000.0,Registered,Registered,,,,,,,
fRgYsEN4I1pQGpCvs0vje2nf,1612000,Petrol,Automatic,Toyota,Camry,2002,Blue,Nigerian Used,332837.0,2400.0,Registered,Registered,,,,,,,
CvnNUHZUgBAlQEF7CA7JZGyZ,2625000,Petrol,Automatic,Volkswagen,Golf,2011,Black,Nigerian Used,175812.0,2500.0,Registered,Registered,,,,,,,
2G8Na6USGHC2QnzVK310eGLJ,2478000,Petrol,Automatic,Toyota,Camry,2011,Black,Nigerian Used,267895.0,2500.0,Registered,Registered,,,,,,,Kwara
pnhgEqd6owcfdf0IwoxT046j,1575000,Petrol,Manual,Kia,Rio,2012,Black,Nigerian Used,67518.0,1400.0,Registered,Registered,,,,,,,LAGOS
mEW4xYKoQgT5pL42UgYdJmaR,1260000,Petrol,Automatic,Hyundai,Sonata,2004,Green,Nigerian Used,226555.0,2400.0,Registered,Registered,,,,,,,BENIN
BxR4K8go3azL2yu5IQ0UiPn4,1470000,Petrol,Automatic,Toyota,Camry,2003,Green,Nigerian Used,390050.0,2400.0,Registered,Registered,,,,,,,
5ZiYqfspUPN9WK4TTkMMkcH0,6300000,Petrol,Automatic,Honda,Accord,2013,Gold,Foreign Used,,2400.0,Imported,Imported,,,,,,,
heOuhNdZb2kA0jBYeJCjEIeN,1785000,Petrol,Automatic,Nissan,Armada,2005,Green,Nigerian Used,242888.0,5600.0,Registered,Registered,SUV,,,,,,
wZKlC9ou3f62beHnddBcs7ps,1785000,Petrol,Manual,Volkswagen,Golf,2001,Gold,Foreign Used,242074.0,1600.0,Imported,Imported,,,,,,,
izbe9di5hDS2Z6D94NmnOjZU,2310000,Petrol,Manual,Toyota,Corolla,2000,Blue,Foreign Used,333981.0,1400.0,Imported,Imported,Sedan,Liftback,Front,5.0,4.0,97.0,
eUoRooAEhYLqYeknAmdyRtyQ,1785000,Petrol,Automatic,Toyota,Matrix,2003,Blue,Nigerian Used,482800.0,1800.0,Registered,Registered,Hatchback,,,,,,LAGOS
3HuO4n4tS19jvwdKOoxVTWbb,2625000,Petrol,Automatic,Toyota,Corolla,2010,Black,Nigerian Used,86190.0,1800.0,Registered,Brand new,,XLE 4dr Sedan (1.8L 4cyl 4A),Front,5.0,4.0,132.0,Lagos
oOBFhJDYEyGvrvnmG1HbZ0HL,3640000,Petrol,Automatic,Honda,Pilot,2007,White,Foreign Used,307345.0,3500.0,Imported,Imported,SUV,EX 4x4 (3.5L 6cyl 5A),All Wheel,8.0,6.0,247.0,
Bj61GPvy76SsbuNjrvaS4Xyd,2625000,Petrol,Manual,Nissan,Almera,2013,Black,Nigerian Used,300.0,1500.0,Registered,Brand new,,,,,,,ANAMBRA
k9KYwImqMDpkCXT0tJhSglOu,3536000,Petrol,Automatic,Toyota,Sienna,2009,Silver,Nigerian Used,111790.0,3500.0,Registered,Imported,,,,,,,
9ZoDFGLc8SuSPr9jycG1ZLgo,2080000,Petrol,Automatic,Honda,Accord,2006,Blue,Nigerian Used,347845.0,2600.0,Registered,Registered,,,,,,,
giiIdHDyqQIQnu68VgFTibfN,3675000,Petrol,Automatic,Mercedes-Benz,C200,2007,Off white,Nigerian Used,,2600.0,Registered,Registered,,,,,,,sokoto
r8tYU2tzgoJtLgkunSwpoKqm,4200000,Petrol,Automatic,GMC,Terrain,2013,Gray,Nigerian Used,183112.0,30000.0,Registered,Registered,SUV,,,,,,
BG1NnLUjyaPFu3hhE4vMrmWH,2496000,Petrol,Automatic,Honda,Accord,2008,Black,Nigerian Used,133126.0,2400.0,Registered,Registered,,,,,,,
b7N2nOkKmwfKDGgAVDExZuKJ,1785000,Petrol,Automatic,Toyota,Camry,2004,Gold,Nigerian Used,157063.0,2400.0,Registered,Registered,,,,,,,
wtCWLR17vqAhyYuuH47DJMsc,1575000,Petrol,Automatic,Acura,TL,2008,Black,Nigerian Used,201989.0,3200.0,Registered,Imported,,,,,,,Lagos
sCb0zHr5Cx8VM7r3nd0ZUDeD,1872000,Petrol,Automatic,Mercedes-Benz,C240,2003,Gold,Nigerian Used,,2600.0,Registered,Imported,,,,,,,LAGOS
3xgdrrkXJbHM9XZm2EqkJkOa,2600000,Petrol,Automatic,Mercedes-Benz,C240,2004,White,Nigerian Used,297267.0,2600.0,Registered,Imported,,,,,,,ABUJA
ynFcxVJVi0A6g3EpykyniEWe,1575000,Petrol,Automatic,Honda,Accord,2007,Gray,Nigerian Used,373746.0,2400.0,Registered,Imported,,,,,,,LAGOS
5hhNzggPgDyKrZlvQDlRz6dM,1456000,Petrol,Automatic,Toyota,Camry,2000,Gold,Nigerian Used,95197.0,2200.0,Registered,Imported,,,,,,,Lagos
7x928qP6cgDKZDi7SNpxjGIH,2600000,Petrol,Automatic,Toyota,Corolla,2005,Red,Nigerian Used,315052.0,2000.0,Registered,Registered,,,,,,,
eKKaCnLCAsZYHvkqgYVhjyBi,1680000,Petrol,Manual,Nissan,Almera,2005,Purple,Nigerian Used,114806.0,1800.0,Registered,Registered,,,,,,,
IOoG4qorbBePdI5NRUOSNk9,2940000,Petrol,Automatic,Toyota,Camry,2011,Gray,Nigerian Used,115350.0,2500.0,Registered,Imported,,,,,,,LAGOS
dw1u4NvZD8etoyrkNmzvqMUj,1365000,Petrol,Manual,Peugeot,406,2004,Green,Nigerian Used,144253.0,2200.0,Registered,Registered,Station Wagon,Break 2.0i,,,,134.0,KADUNA
zk2cXRi4QDXTRXYY5s5jjHag,3640000,Petrol,Automatic,Toyota,Camry,2011,Silver,Nigerian Used,108653.0,2500.0,Registered,Imported,,,,,,,Lagos
ijCa4WuEn8tvJD8k2xrzul6n,1560000,Petrol,Manual,Volkswagen,Golf,2004,Green,Nigerian Used,210078.0,1600.0,Registered,Registered,,,,,,,
3R7OmRqvDN3GFnEcW1c5KRpd,1890000,Petrol,Automatic,Mercedes-Benz,W123,1979,Green,Nigerian Used,114638.0,18000.0,Registered,Registered,,,,,,,
CasaaIBYtTKCZ1fgvjGtxV7v,5775000,Petrol,Manual,Hyundai,Tucson,2010,Red,Foreign Used,190796.0,2400.0,Imported,Imported,,,,,,,
hdzZ8162TcxT8PQatyYlthyg,1664000,Petrol,Automatic,Honda,Odyssey,2003,Gray,Nigerian Used,273835.0,3500.0,Registered,Imported,,,,,,,LAGOS
as2n4pruSVwX0B8LyYpzRKzy,1768000,Petrol,Automatic,Toyota,Camry,2002,Gray,Nigerian Used,192843.0,3500.0,Registered,Registered,,,,,,,EDO
pnhgEqd6owcfdf0IwoxT046j,1575000,Petrol,Manual,Kia,Rio,2012,Black,Nigerian Used,67518.0,1400.0,Registered,Registered,,,,,,,LAGOS
5JbGmQr68ypWQB1e4fnDy9RB,3360000,Petrol,Automatic,Mercedes-Benz,C180,1997,Black,Foreign Used,259216.0,2300.0,Imported,Imported,,,,,,,
1GfnhTRXSd3R4Tg2u5celw7c,2625000,Petrol,Automatic,Peugeot,406,2005,Blue,Nigerian Used,,2200.0,Registered,Registered,,,,,,,
1vpIO42HmYfRnqwUO1ldK8uz,3536000,Petrol,Automatic,Toyota,Corolla,2009,Black,Nigerian Used,187689.0,1800.0,Registered,Registered,,,,,,,Lagos
eKKaCnLCAsZYHvkqgYVhjyBi,1680000,Petrol,Manual,Nissan,Almera,2005,Purple,Nigerian Used,114806.0,1800.0,Registered,Registered,,,,,,,
dJy6NncdGSQah6vGSIdGgr1i,4725000,Petrol,Automatic,Toyota,Highlander,2008,Blue,Nigerian Used,161247.0,3500.0,Registered,Imported,SUV,Sport,All Wheel,7.0,6.0,274.0,LAGOS
dF33LOpPPOsMno4lJdfUEmMG,5250000,Petrol,Automatic,Honda,Pilot,2009,Black,Foreign Used,140952.0,3500.0,Imported,Imported,SUV,,,,,,
3R7OmRqvDN3GFnEcW1c5KRpd,1890000,Petrol,Automatic,Mercedes-Benz,W123,1979,Green,Nigerian Used,114638.0,18000.0,Registered,Registered,,,,,,,
hci0dI35LaIBSHNd079IV5mW,1248000,Petrol,Automatic,Toyota,Camry,2000,Red,Nigerian Used,436461.0,2400.0,Registered,Imported,,,,,,,
snxr8KHhjZpirXKddTcZcTzb,4992000,Petrol,Automatic,Toyota,Corolla,2009,Red,Foreign Used,230924.0,1800.0,Imported,Imported,Sedan,1.8 Exclusive Automatic,Front,5.0,4.0,132.0,
dtaMiortJ8t0I64Zu8gnriMA,1664000,Petrol,Automatic,Honda,Accord,2005,Black,Nigerian Used,358305.0,2400.0,Registered,Registered,,,,,,,ABUJA
ckDvGygBF1gbrpgVr0rZ6GHZ,2100000,Petrol,Automatic,Toyota,Solara,2004,White,Foreign Used,330025.0,3300.0,Imported,Imported,Convertible,,,,,,
ixoxftp29ih7ovuXSy6dbuNX,3536000,Petrol,Automatic,Toyota,Corolla,2009,Red,Nigerian Used,241182.0,1800.0,Registered,Imported,,,,,,,LAGOS
dCUocH9VwJOLko65S0NRbpue,1365000,Petrol,Manual,Opel,Zafira,2002,Silver,Nigerian Used,402725.0,1800.0,Registered,Registered,SUV,,,,,,LAGOS
hEl0FCNqpU5BbalBbEbqM5eU,2704000,Petrol,Automatic,Toyota,Avalon,2006,Off white,Nigerian Used,76412.0,3500.0,Registered,Registered,,,,,,,Abuja
vc2yGghVKJ6TgTHsIfyryc5V,4980000,Petrol,Automatic,Mercedes-Benz,GLK-Class,2012,White,Nigerian Used,396459.0,3500.0,Registered,Registered,,,,,,,LAGOS
4X2TRnwHsQLbWDMz0T18Ye9O,1456000,Petrol,Automatic,Toyota,Camry,2001,Gray,Nigerian Used,310280.0,3000.0,Registered,Registered,,,,,,,ABUJA
11ewPEAbOwGzalxwMURE7lT,1575000,Petrol,Automatic,Toyota,Sienna,2001,Silver,Nigerian Used,242600.0,30000.0,Registered,Registered,,,,,,,
b1Njkvwu8CTawRZWkTFf2Xl,3744000,Petrol,Automatic,Honda,Accord Crosstour,2010,Black,Nigerian Used,189280.0,3500.0,Registered,Imported,,,,,,,Lagos
wtCWLR17vqAhyYuuH47DJMsc,1575000,Petrol,Automatic,Acura,TL,2008,Black,Nigerian Used,201989.0,3200.0,Registered,Imported,,,,,,,Lagos
BDpyFaIzn43JzlarqtHzzbwz,1417500,Petrol,Manual,Volkswagen,Golf,2003,Black,Nigerian Used,201507.0,1600.0,Registered,Imported,,,,,,,LAGOS
jTlDEeNt5uokTdGda6mHLNKu,4200000,Petrol,CVT,Honda,Accord,2013,Burgandy,Nigerian Used,144222.0,2400.0,Registered,Imported,,,,,,,LAGOS
mSCmjzDFmc634CKV5xawr3uA,2600000,Petrol,Automatic,Toyota,Corolla,2004,Blue,Nigerian Used,395793.0,1800.0,Registered,Registered,Sedan,1.4 D Automatic,Front,5.0,4.0,90.0,LAGOS
bqN9ejSxvhTTmyG1pZmY2nxi,2415000,Petrol,Automatic,Hyundai,Santa Fe,2007,Blue,Nigerian Used,127904.0,3500.0,Registered,Registered,SUV,,,,,,Cross River
x4ZyJ8o36jCgTIPt7PB4PawY,1260000,Petrol,Automatic,Honda,Accord,2004,Gray,Nigerian Used,295210.0,3000.0,Registered,Registered,,,,,,,RIVERS
oT8UtjiZ2nwvpMCKGbkr3h22,2625000,Petrol,Automatic,Volvo,XC90,2007,Silver,Nigerian Used,86022.0,3200.0,Registered,Imported,SUV,,,,,,LAGOS
kzuCSKtuGbMKAOAB3zXCIDAG,1910000,Petrol,Automatic,Hyundai,Sonata,2007,Red,Nigerian Used,183254.0,2400.0,Registered,Imported,,,,,,,
pY0A7v1uozjV5VGXGbXZnc86,2205000,Petrol,Automatic,Toyota,Corolla,2009,Black,Nigerian Used,245253.0,1800.0,Registered,Registered,Sedan,LE 4dr Sedan (1.8L 4 cyl 4A),Front,,4.0,132.0,LAGOS
ynFcxVJVi0A6g3EpykyniEWe,1575000,Petrol,Automatic,Honda,Accord,2007,Gray,Nigerian Used,373746.0,2400.0,Registered,Imported,,,,,,,LAGOS
aefPX367wAcbaUwGjZn29bKD,3360000,Petrol,Automatic,Kia,Rio,2017,Silver,Nigerian Used,48455.0,1400.0,Registered,Brand new,,,,,,,ABUJA
3JNYa2OetWwSFK6qLNGaFWXA,1560000,Petrol,Automatic,Acura,MDX,2003,Silver,Nigerian Used,168062.0,3500.0,Registered,Registered,SUV,,,,,,LAGOS
JZuPoiSLxZl98oMRKBMok9X,1785000,Petrol,Automatic,Renault,Duster,2004,Blue,Nigerian Used,66072.0,2000.0,Registered,Registered,SUV,,,,,,
uQkYzc74UDAchTHCjK8cLaHi,4725000,Petrol,Automatic,Toyota,Avensis,2014,Gray,Nigerian Used,224488.0,2000.0,Registered,Registered,,,,,,,
zFxpjTUTSDmTm88SOKg0iRk3,1575000,Petrol,Automatic,Mercedes-Benz,C230,2005,Black,Nigerian Used,228004.0,1800.0,Registered,Registered,,,,,,,Kaduna
ui170mT3UD75LM1Qxydmcw0k,2205000,Petrol,Automatic,Peugeot,408,2010,Black,Nigerian Used,759771.0,1200.0,Registered,Registered,,,,,,,KADUNA
4X2TRnwHsQLbWDMz0T18Ye9O,1456000,Petrol,Automatic,Toyota,Camry,2001,Gray,Nigerian Used,310280.0,3000.0,Registered,Registered,,,,,,,ABUJA
dF33LOpPPOsMno4lJdfUEmMG,5250000,Petrol,Automatic,Honda,Pilot,2009,Black,Foreign Used,140952.0,3500.0,Imported,Imported,SUV,,,,,,
zcWFvmitrnw1rNkKmDBuJ7tk,2625000,Petrol,Automatic,BMW,X5,2004,Blue,Nigerian Used,121554.0,3000.0,Registered,Imported,SUV,,,,,,
oP44u1Bgbekbqlah44PAy3nK,2600000,Petrol,Manual,Toyota,Corolla,2008,Black,Nigerian Used,120996.0,1800.0,Registered,Registered,,,,,,,Abuja
snxr8KHhjZpirXKddTcZcTzb,4992000,Petrol,Automatic,Toyota,Corolla,2009,Red,Foreign Used,230924.0,1800.0,Imported,Imported,Sedan,1.8 Exclusive Automatic,Front,5.0,4.0,132.0,
8IxDIcXxe8fDevN0oZNnT88K,2625000,Petrol,Automatic,BMW,325i,2006,White,Nigerian Used,135484.0,3000.0,Registered,Registered,,,,,,,ABUJA
hEl0FCNqpU5BbalBbEbqM5eU,2704000,Petrol,Automatic,Toyota,Avalon,2006,Off white,Nigerian Used,76412.0,3500.0,Registered,Registered,,,,,,,Abuja
jGtll748n3Cks7cIuJurLqEy,1580000,Petrol,Automatic,Toyota,Camry,2003,Blue,Nigerian Used,242459.0,2400.0,Registered,Imported,,,,,,,LAGOS
